no,name,class,gender,rarity,pitch,pace,signature,description
97,Silent Snow,Kuudere Ice,Feminine,5,High,Drift,yes,"Teenage girl. Quiet to the point of vanishing; when she does talk, the room leans in. The voice is a crisp, glass-clear register, carried on an unhurried, glacially calm glide. Lets silences stretch one beat too long before answering. Zero malice — just pure, uncomplicated joy."
98,Silent Snow · Husk Pulse,Kuudere Ice,Feminine,4,Low,Pulse,no,"Teenage girl. Quiet to the point of vanishing; when she does talk, the room leans in. The voice is a husky, intimate register, carried on a hypnotic, metronome-steady pulse. Barely moves their lips, words slipping out sideways. Old grief pressed flat beneath the calm."
99,Silent Snow · Crystal Drift,Kuudere Ice,Feminine,4,High,Drift,no,"Teenage girl. Quiet to the point of vanishing; when she does talk, the room leans in. The voice is a crisp, glass-clear register, carried on an unhurried, glacially calm glide. Lets silences stretch one beat too long before answering. Curiosity always wins over caution."
100,Silent Snow · Crystal Tick,Kuudere Ice,Feminine,3,High,Tick,no,"Teenage girl. Quiet to the point of vanishing; when she does talk, the room leans in. The voice is a crisp, glass-clear register, carried on clipped, efficient bursts. Speaks in perfectly even bars, never stressing a single word. The patience of someone who has waited centuries."
101,Silent Snow · Crystal Pulse,Kuudere Ice,Feminine,4,High,Pulse,no,"Teenage girl. Quiet to the point of vanishing; when she does talk, the room leans in. The voice is a crisp, glass-clear register, carried on a hypnotic, metronome-steady pulse. Barely moves their lips, words slipping out sideways. A temper banked like coals — not out, never out."
102,Silent Snow · Silver Drift,Kuudere Ice,Feminine,4,Neutral,Drift,no,"Teenage girl. Quiet to the point of vanishing; when she does talk, the room leans in. The voice is a silvery, androgynous register, carried on an unhurried, glacially calm glide. Lets silences stretch one beat too long before answering. Kindness delivered like a favor you cannot refuse."
103,Silent Snow · Silver Tick,Kuudere Ice,Feminine,3,Neutral,Tick,no,"Teenage girl. Quiet to the point of vanishing; when she does talk, the room leans in. The voice is a silvery, androgynous register, carried on clipped, efficient bursts. Speaks in perfectly even bars, never stressing a single word. Wonder leaks through every other line."
104,Silent Snow · Silver Pulse,Kuudere Ice,Feminine,4,Neutral,Pulse,no,"Teenage girl. Quiet to the point of vanishing; when she does talk, the room leans in. The voice is a silvery, androgynous register, carried on a hypnotic, metronome-steady pulse. Barely moves their lips, words slipping out sideways. Something far away listens through the voice."
105,Winter Verse,Kuudere Ice,Masculine,5,High,Drift,yes,"Young man. Cold on the surface, quietly poetic underneath; quotes winter imagery unironically. The voice is a crisp, glass-clear register, carried on an unhurried, glacially calm glide. Lets silences stretch one beat too long before answering. Old grief pressed flat beneath the calm."
106,Winter Verse · Crystal Pulse,Kuudere Ice,Masculine,4,High,Pulse,no,"Young man. Cold on the surface, quietly poetic underneath; quotes winter imagery unironically. The voice is a crisp, glass-clear register, carried on a hypnotic, metronome-steady pulse. Speaks in perfectly even bars, never stressing a single word. Curiosity always wins over caution."
107,Winter Verse · Silver Drift,Kuudere Ice,Masculine,3,Neutral,Drift,no,"Young man. Cold on the surface, quietly poetic underneath; quotes winter imagery unironically. The voice is a silvery, androgynous register, carried on an unhurried, glacially calm glide. Barely moves their lips, words slipping out sideways. The patience of someone who has waited centuries."
108,Winter Verse · Silver Tick,Kuudere Ice,Masculine,4,Neutral,Tick,no,"Young man. Cold on the surface, quietly poetic underneath; quotes winter imagery unironically. The voice is a silvery, androgynous register, carried on clipped, efficient bursts. Lets silences stretch one beat too long before answering. A temper banked like coals — not out, never out."
109,Winter Verse · Silver Pulse,Kuudere Ice,Masculine,4,Neutral,Pulse,no,"Young man. Cold on the surface, quietly poetic underneath; quotes winter imagery unironically. The voice is a silvery, androgynous register, carried on a hypnotic, metronome-steady pulse. Speaks in perfectly even bars, never stressing a single word. Kindness delivered like a favor you cannot refuse."
110,Winter Verse · Husk Drift,Kuudere Ice,Masculine,3,Low,Drift,no,"Young man. Cold on the surface, quietly poetic underneath; quotes winter imagery unironically. The voice is a husky, intimate register, carried on an unhurried, glacially calm glide. Barely moves their lips, words slipping out sideways. Wonder leaks through every other line."
111,Winter Verse · Husk Tick,Kuudere Ice,Masculine,4,Low,Tick,no,"Young man. Cold on the surface, quietly poetic underneath; quotes winter imagery unironically. The voice is a husky, intimate register, carried on clipped, efficient bursts. Lets silences stretch one beat too long before answering. Something far away listens through the voice."
112,Winter Verse · Husk Pulse,Kuudere Ice,Masculine,4,Low,Pulse,no,"Young man. Cold on the surface, quietly poetic underneath; quotes winter imagery unironically. The voice is a husky, intimate register, carried on a hypnotic, metronome-steady pulse. Speaks in perfectly even bars, never stressing a single word. Underneath the noise, there is warmth that sneaks up on you."
113,Permafrost Sentinel,Kuudere Ice,Feminine,5,High,Drift,yes,"Adult woman. Mission-first and affect-free, with one frozen river of care running underneath. The voice is a crisp, glass-clear register, carried on an unhurried, glacially calm glide. Lets silences stretch one beat too long before answering. Curiosity always wins over caution."
114,Permafrost Sentinel · Silver Pulse,Kuudere Ice,Feminine,3,Neutral,Pulse,no,"Adult woman. Mission-first and affect-free, with one frozen river of care running underneath. The voice is a silvery, androgynous register, carried on a hypnotic, metronome-steady pulse. Lets silences stretch one beat too long before answering. The patience of someone who has waited centuries."
115,Permafrost Sentinel · Husk Drift,Kuudere Ice,Feminine,4,Low,Drift,no,"Adult woman. Mission-first and affect-free, with one frozen river of care running underneath. The voice is a husky, intimate register, carried on an unhurried, glacially calm glide. Speaks in perfectly even bars, never stressing a single word. A temper banked like coals — not out, never out."
116,Permafrost Sentinel · Husk Tick,Kuudere Ice,Feminine,4,Low,Tick,no,"Adult woman. Mission-first and affect-free, with one frozen river of care running underneath. The voice is a husky, intimate register, carried on clipped, efficient bursts. Barely moves their lips, words slipping out sideways. Kindness delivered like a favor you cannot refuse."
117,Permafrost Sentinel · Husk Pulse,Kuudere Ice,Feminine,3,Low,Pulse,no,"Adult woman. Mission-first and affect-free, with one frozen river of care running underneath. The voice is a husky, intimate register, carried on a hypnotic, metronome-steady pulse. Lets silences stretch one beat too long before answering. Wonder leaks through every other line."
118,Permafrost Sentinel · Crystal Drift,Kuudere Ice,Feminine,4,High,Drift,no,"Adult woman. Mission-first and affect-free, with one frozen river of care running underneath. The voice is a crisp, glass-clear register, carried on an unhurried, glacially calm glide. Speaks in perfectly even bars, never stressing a single word. Something far away listens through the voice."
119,Permafrost Sentinel · Crystal Tick,Kuudere Ice,Feminine,4,High,Tick,no,"Adult woman. Mission-first and affect-free, with one frozen river of care running underneath. The voice is a crisp, glass-clear register, carried on clipped, efficient bursts. Barely moves their lips, words slipping out sideways. Underneath the noise, there is warmth that sneaks up on you."
120,Permafrost Sentinel · Crystal Pulse,Kuudere Ice,Feminine,3,High,Pulse,no,"Adult woman. Mission-first and affect-free, with one frozen river of care running underneath. The voice is a crisp, glass-clear register, carried on a hypnotic, metronome-steady pulse. Lets silences stretch one beat too long before answering. A quiet current of menace runs beneath the polish."
121,Petal Murmur,Dandere Whisper,Feminine,5,Mid,Drift,yes,"Teenage girl. Rehearses sentences three times before whispering one of them. The voice is a warm, honeyed mid register, carried on an unhurried, glacially calm glide. Giggles mid-sentence and restarts with double the energy. The patience of someone who has waited centuries."
122,Petal Murmur · Wisp Lilt,Dandere Whisper,Feminine,4,Soft,Lilt,no,"Teenage girl. Rehearses sentences three times before whispering one of them. The voice is a light, breathy register, carried on a bouncy, sing-song lilt. Repeats the final word of a sentence softer, like an echo. A temper banked like coals — not out, never out."
123,Petal Murmur · Wisp Pause,Dandere Whisper,Feminine,3,Soft,Pause,no,"Teenage girl. Rehearses sentences three times before whispering one of them. The voice is a light, breathy register, carried on hesitant, careful steps. Barely moves their lips, words slipping out sideways. Kindness delivered like a favor you cannot refuse."
124,Petal Murmur · Honey Drift,Dandere Whisper,Feminine,4,Mid,Drift,no,"Teenage girl. Rehearses sentences three times before whispering one of them. The voice is a warm, honeyed mid register, carried on an unhurried, glacially calm glide. Giggles mid-sentence and restarts with double the energy. Wonder leaks through every other line."
125,Petal Murmur · Honey Lilt,Dandere Whisper,Feminine,4,Mid,Lilt,no,"Teenage girl. Rehearses sentences three times before whispering one of them. The voice is a warm, honeyed mid register, carried on a bouncy, sing-song lilt. Trails off mid-thought, then blurts the punchline. Something far away listens through the voice."
126,Petal Murmur · Honey Pause,Dandere Whisper,Feminine,3,Mid,Pause,no,"Teenage girl. Rehearses sentences three times before whispering one of them. The voice is a warm, honeyed mid register, carried on hesitant, careful steps. Repeats the final word of a sentence softer, like an echo. Underneath the noise, there is warmth that sneaks up on you."
127,Petal Murmur · Crystal Drift,Dandere Whisper,Feminine,4,High,Drift,no,"Teenage girl. Rehearses sentences three times before whispering one of them. The voice is a crisp, glass-clear register, carried on an unhurried, glacially calm glide. Barely moves their lips, words slipping out sideways. A quiet current of menace runs beneath the polish."
128,Petal Murmur · Crystal Lilt,Dandere Whisper,Feminine,4,High,Lilt,no,"Teenage girl. Rehearses sentences three times before whispering one of them. The voice is a crisp, glass-clear register, carried on a bouncy, sing-song lilt. Giggles mid-sentence and restarts with double the energy. Zero malice — just pure, uncomplicated joy."
